[ID],DescriptorId,Modules,_ShortDatabaseName,ClassNameForDebug,StickToGround,HitRollSizeModifier,NameInMenuToken,Category,TypeForAcknow,MotherCountry,MaxPacks,Factory,ProductionPrice,MaxDeployableAmount,ShowInMenu,TextureForInterface,TextureMotherCountryForInterface,UnitTypeTokens,Nationalite,Key,WorldIndex,UnitMovingType
48365,00000000-0000-0000-0300-0000d3050000,Collection[9],Descriptor_Company_M113A1_minigun,Company_M113A1_minigun,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48369,00000000-0000-0000-0300-0000d4050000,Collection[9],Descriptor_Company_M113A2,Company_M113A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48373,00000000-0000-0000-0300-0000d5050000,Collection[9],Descriptor_Company_M113A3,Company_M113A3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48377,00000000-0003-0000-0300-0000ff030000,Collection[9],Descriptor_Company_M113A3_DK,Company_M113A3_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48381,00000000-0000-0000-0300-0000d6050000,Collection[9],Descriptor_Company_M113A3_Super_Dragon_US,Company_M113A3_Super_Dragon_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48387,00000000-0000-0000-0300-0000d7050000,Collection[9],Descriptor_Company_M113GA1,Company_M113GA1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48391,00000000-0000-0000-0300-0000d8050000,Collection[8],Descriptor_Company_M113_106mm_RR,Company_M113_106mm_RR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48395,00000000-0000-0000-0300-0000d9050000,Collection[9],Descriptor_Company_M113_ACAV,Company_M113_ACAV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48401,00000000-0000-0000-0300-0000da050000,Collection[8],Descriptor_Company_M113_ADATS,Company_M113_ADATS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48405,00000000-0000-0000-0300-0000db050000,Collection[8],Descriptor_Company_M113_CR_Lynx,Company_M113_CR_Lynx,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48409,00000000-0004-0000-0300-000007040000,Collection[8],Descriptor_Company_M113_CV_25_NL,Company_M113_CV_25_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48413,00000000-0004-0000-0300-000008040000,Collection[8],Descriptor_Company_M113_CV_NL,Company_M113_CV_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48417,00000000-0002-0000-0300-0000ea030000,Collection[8],Descriptor_Company_M113_MILAN_ANZ,Company_M113_MILAN_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48423,00000000-0000-0000-0300-0000dc050000,Collection[8],Descriptor_Company_M113_TUA,Company_M113_TUA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48427,00000000-0000-0000-0300-0000dd050000,Collection[8],Descriptor_Company_M114A1,Company_M114A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48431,00000000-0000-0000-0300-0000de050000,Collection[8],Descriptor_Company_M114A2,Company_M114A2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48435,00000000-0000-0000-0300-0000df050000,Collection[8],Descriptor_Company_M125A1_ANZ,Company_M125A1_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48440,00000000-0000-0000-0300-0000e0050000,Collection[8],Descriptor_Company_M125_A1,Company_M125_A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48445,00000000-0000-0000-0300-0000e1050000,Collection[8],Descriptor_Company_M132,Company_M132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48449,00000000-0000-0000-0300-0000e2050000,Collection[8],Descriptor_Company_M150_I_TOW,Company_M150_I_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48453,00000000-0000-0000-0300-0000e3050000,Collection[8],Descriptor_Company_M150_TOW,Company_M150_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48457,00000000-0000-0000-0300-0000e4050000,Collection[8],Descriptor_Company_M151A1_CP,Company_M151A1_CP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48460,00000000-0000-0000-0300-0000e5050000,Collection[8],Descriptor_Company_M151A1_MUTT,Company_M151A1_MUTT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48463,00000000-0000-0000-0300-0000e6050000,Collection[8],Descriptor_Company_M151A1_Scout,Company_M151A1_Scout,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48467,00000000-0000-0000-0300-0000e7050000,Collection[8],Descriptor_Company_M151A2_FAV,Company_M151A2_FAV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48472,00000000-0000-0000-0300-0000e8050000,Collection[8],Descriptor_Company_M151A2_I_TOW,Company_M151A2_I_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48476,00000000-0000-0000-0300-0000e9050000,Collection[8],Descriptor_Company_M151A2_TOW,Company_M151A2_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48480,00000000-0003-0000-0300-000000040000,Collection[8],Descriptor_Company_M151_TOW_NO,Company_M151_TOW_NO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48484,00000000-0000-0000-0300-0000ea050000,Collection[8],Descriptor_Company_M163A1_VADS,Company_M163A1_VADS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48488,00000000-0000-0000-0300-0000eb050000,Collection[8],Descriptor_Company_M163A2_VADS,Company_M163A2_VADS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48492,00000000-0000-0000-0300-0000ec050000,Collection[8],Descriptor_Company_M163_PIVADS,Company_M163_PIVADS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48496,00000000-0000-0000-0300-0000ed050000,Collection[8],Descriptor_Company_M18_ROK,Company_M18_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48501,00000000-0007-0000-0300-000015040000,Collection[8],Descriptor_Company_M18_YUG,Company_M18_YUG,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48506,00000000-0002-0000-0300-0000eb030000,Collection[8],Descriptor_Company_M1992_SPAAG_NK,Company_M1992_SPAAG_NK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48510,00000000-0000-0000-0300-0000ee050000,Collection[8],Descriptor_Company_M1A1HA_Abrams_US,Company_M1A1HA_Abrams_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48517,00000000-0000-0000-0300-0000ef050000,Collection[8],Descriptor_Company_M1A1HC_Abrams,Company_M1A1HC_Abrams,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48523,00000000-0000-0000-0300-0000f0050000,Collection[8],Descriptor_Company_M1A1_Abrams,Company_M1A1_Abrams,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48529,00000000-0000-0000-0300-0000f1050000,Collection[8],Descriptor_Company_M1A2_Abrams_US,Company_M1A2_Abrams_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48536,00000000-0000-0000-0300-0000f2050000,Collection[8],Descriptor_Company_M1IP_Abrams,Company_M1IP_Abrams,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48543,00000000-0000-0000-0300-0000f3050000,Collection[8],Descriptor_Company_M1_Abrams,Company_M1_Abrams,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48550,00000000-0000-0000-0300-0000f4050000,Collection[8],Descriptor_Company_M1_Abrams_Tuto,Company_M1_Abrams_Tuto,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48556,00000000-0000-0000-0300-0000f5050000,Collection[8],Descriptor_Company_M201_106mm,Company_M201_106mm,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48560,00000000-0000-0000-0300-0000f6050000,Collection[8],Descriptor_Company_M201_MILAN,Company_M201_MILAN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48564,00000000-0000-0000-0300-0000f7050000,Collection[8],Descriptor_Company_M201_PC,Company_M201_PC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48567,00000000-0000-0000-0300-0000f8050000,Collection[8],Descriptor_Company_M24_Chaffee,Company_M24_Chaffee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48572,00000000-0000-0000-0300-0000f9050000,Collection[8],Descriptor_Company_M270_MLRS,Company_M270_MLRS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48576,00000000-0000-0000-0300-0000fa050000,Collection[8],Descriptor_Company_M270_LRM_FR,Company_M270_LRM_FR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48580,00000000-0000-0000-0300-0000fb050000,Collection[8],Descriptor_Company_M270_MLRS_UK,Company_M270_MLRS_UK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48584,00000000-0003-0000-0300-000001040000,Collection[8],Descriptor_Company_M270_NO,Company_M270_NO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48588,00000000-0000-0000-0300-0000fc050000,Collection[9],Descriptor_Company_M2A1_Bradley_IFV,Company_M2A1_Bradley_IFV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48593,00000000-0000-0000-0300-0000fd050000,Collection[9],Descriptor_Company_M2A3_Bradley_US,Company_M2A3_Bradley_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48599,00000000-0000-0000-0300-0000fe050000,Collection[9],Descriptor_Company_M2_Bradley,Company_M2_Bradley,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48604,00000000-0005-0000-0300-000004040000,Collection[9],Descriptor_Company_M325_NumNum,Company_M325_NumNum,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48607,00000000-0005-0000-0300-000005040000,Collection[8],Descriptor_Company_M325_Patrol,Company_M325_Patrol,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48613,00000000-0005-0000-0300-000006040000,Collection[8],Descriptor_Company_M325_Pikud,Company_M325_Pikud,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48616,00000000-0000-0000-0300-0000ff050000,Collection[8],Descriptor_Company_M35_Cargo,Company_M35_Cargo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48619,00000000-0000-0000-0300-000000060000,Collection[9],Descriptor_Company_M35_Truck,Company_M35_Truck,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48622,00000000-0000-0000-0300-000001060000,Collection[8],Descriptor_Company_M36_ROK,Company_M36_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48626,00000000-0000-0000-0300-000002060000,Collection[8],Descriptor_Company_M38A1CND3,Company_M38A1CND3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48629,00000000-0000-0000-0300-000003060000,Collection[8],Descriptor_Company_M38_106mm,Company_M38_106mm,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48633,00000000-0000-0000-0300-000004060000,Collection[8],Descriptor_Company_M3A1_Bradley_CFV,Company_M3A1_Bradley_CFV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48638,00000000-0000-0000-0300-000005060000,Collection[8],Descriptor_Company_M3A3_Bradley_US,Company_M3A3_Bradley_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48643,00000000-0000-0000-0300-000006060000,Collection[8],Descriptor_Company_M3_Bradley,Company_M3_Bradley,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48648,00000000-0000-0000-0300-000007060000,Collection[8],Descriptor_Company_M41,Company_M41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48653,00000000-0000-0000-0300-000008060000,Collection[8],Descriptor_Company_M41A1_ANZ,Company_M41A1_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48658,00000000-0000-0000-0300-000009060000,Collection[8],Descriptor_Company_M41_DK,Company_M41_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48663,00000000-0000-0000-0300-00000a060000,Collection[8],Descriptor_Company_M41_JAP,Company_M41_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48668,00000000-0000-0000-0300-00000b060000,Collection[8],Descriptor_Company_M42A1_Duster,Company_M42A1_Duster,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48672,00000000-0000-0000-0300-00000c060000,Collection[8],Descriptor_Company_M42_Duster_JAP,Company_M42_Duster_JAP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48676,00000000-0007-0000-0300-000016040000,Collection[8],Descriptor_Company_M47_Paton,Company_M47_Paton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48681,00000000-0000-0000-0300-00000d060000,Collection[8],Descriptor_Company_M48A1_Patton,Company_M48A1_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48686,00000000-0000-0000-0300-00000e060000,Collection[8],Descriptor_Company_M48A3K_ROK,Company_M48A3K_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48691,00000000-0000-0000-0300-00000f060000,Collection[8],Descriptor_Company_M48A3_Chaparral,Company_M48A3_Chaparral,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48696,00000000-0000-0000-0300-000010060000,Collection[8],Descriptor_Company_M48A5K_ROK,Company_M48A5K_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48702,00000000-0000-0000-0300-000011060000,Collection[8],Descriptor_Company_M48A5_Patton,Company_M48A5_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48708,00000000-0000-0000-0300-000012060000,Collection[8],Descriptor_Company_M48A5_Patton_NOR,Company_M48A5_Patton_NOR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48713,00000000-0000-0000-0300-000013060000,Collection[8],Descriptor_Company_M48A5_ROK,Company_M48A5_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48718,00000000-0000-0000-0300-000014060000,Collection[8],Descriptor_Company_M48_Chaparral,Company_M48_Chaparral,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48723,00000000-0000-0000-0300-000015060000,Collection[8],Descriptor_Company_M48_Chaparral_MIM72F,Company_M48_Chaparral_MIM72F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48728,00000000-0000-0000-0300-000016060000,Collection[8],Descriptor_Company_M50_Ontos,Company_M50_Ontos,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48733,00000000-0000-0000-0300-000017060000,Collection[8],Descriptor_Company_M53_59_Praga,Company_M53_59_Praga,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48737,00000000-0000-0000-0300-000018060000,Collection[8],Descriptor_Company_M551_A1,Company_M551_A1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48743,00000000-0000-0000-0300-000019060000,Collection[8],Descriptor_Company_M551_Sheridan,Company_M551_Sheridan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48748,00000000-0000-0000-0300-00001a060000,Collection[8],Descriptor_Company_M551_TTS,Company_M551_TTS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48753,00000000-0000-0000-0300-00001b060000,Collection[8],Descriptor_Company_M55_ROK,Company_M55_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48757,00000000-0000-0000-0300-00001c060000,Collection[8],Descriptor_Company_M577,Company_M577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48760,00000000-0000-0000-0300-00001d060000,Collection[8],Descriptor_Company_M577A1_ANZ,Company_M577A1_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48763,00000000-0000-0000-0300-00001e060000,Collection[8],Descriptor_Company_M577G,Company_M577G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48766,00000000-0000-0000-0300-00001f060000,Collection[8],Descriptor_Company_M577_kmdpvgn,Company_M577_kmdpvgn,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48769,00000000-0000-0000-0300-000020060000,Collection[8],Descriptor_Company_M60A1_AOS_Patton,Company_M60A1_AOS_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48774,00000000-0000-0000-0300-000021060000,Collection[8],Descriptor_Company_M60A1_ERA_US,Company_M60A1_ERA_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48780,00000000-0000-0000-0300-000022060000,Collection[8],Descriptor_Company_M60A1_Patton,Company_M60A1_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48785,00000000-0000-0000-0300-000023060000,Collection[8],Descriptor_Company_M60A1_RISE_Patton,Company_M60A1_RISE_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48790,00000000-0000-0000-0300-000024060000,Collection[8],Descriptor_Company_M60A2_20mm_Starship,Company_M60A2_20mm_Starship,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48796,00000000-0000-0000-0300-000025060000,Collection[8],Descriptor_Company_M60A2_Starship,Company_M60A2_Starship,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48801,00000000-0000-0000-0300-000026060000,Collection[8],Descriptor_Company_M60A3_Patton,Company_M60A3_Patton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48806,00000000-0000-0000-0300-000027060000,Collection[8],Descriptor_Company_M60_Super_AX,Company_M60_Super_AX,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48812,00000000-0000-0000-0300-000028060000,Collection[8],Descriptor_Company_M621_Cargo,Company_M621_Cargo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48815,00000000-0000-0000-0300-000029060000,Collection[9],Descriptor_Company_M621_Truck,Company_M621_Truck,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48818,00000000-0000-0000-0300-00002a060000,Collection[8],Descriptor_Company_M67A1_Zippo,Company_M67A1_Zippo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48823,00000000-0000-0000-0300-00002b060000,Collection[9],Descriptor_Company_M6_Mosegris,Company_M6_Mosegris,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48826,00000000-0000-0000-0300-00002c060000,Collection[8],Descriptor_Company_M727_Hawk,Company_M727_Hawk,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48831,00000000-0000-0000-0300-00002d060000,Collection[8],Descriptor_Company_M727_Hawk_P3_US,Company_M727_Hawk_P3_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48836,00000000-0004-0000-0300-000009040000,Collection[8],Descriptor_Company_M727_Hawk_PIP1_NL,Company_M727_Hawk_PIP1_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48841,00000000-0004-0000-0300-00000a040000,Collection[8],Descriptor_Company_M727_Hawk_PIP2_NL,Company_M727_Hawk_PIP2_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48846,00000000-0000-0000-0300-00002e060000,Collection[8],Descriptor_Company_M727_Hawk_PIP_ROK,Company_M727_Hawk_PIP_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48851,00000000-0000-0000-0300-00002f060000,Collection[8],Descriptor_Company_M727_I_Hawk,Company_M727_I_Hawk,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48856,00000000-0003-0000-0300-000002040000,Collection[8],Descriptor_Company_M727_I_Hawk_DK,Company_M727_I_Hawk_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48861,00000000-0000-0000-0300-000030060000,Collection[8],Descriptor_Company_M727_I_Hawk_ROK,Company_M727_I_Hawk_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48866,00000000-0004-0000-0300-00000b040000,Collection[8],Descriptor_Company_M727_Ihawk_NL,Company_M727_Ihawk_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48871,00000000-0000-0000-0300-000031060000,Collection[8],Descriptor_Company_M728_CEV,Company_M728_CEV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48877,00000000-0004-0000-0300-00000c040000,Collection[8],Descriptor_Company_M752_Lance_NL,Company_M752_Lance_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48881,00000000-0007-0000-0300-000017040000,Collection[8],Descriptor_Company_M77_Oganj,Company_M77_Oganj,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48886,00000000-0007-0000-0300-000018040000,Collection[8],Descriptor_Company_M84,Company_M84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48892,00000000-0007-0000-0300-000019040000,Collection[8],Descriptor_Company_M84A,Company_M84A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48898,00000000-0007-0000-0300-00001a040000,Collection[8],Descriptor_Company_M84AK,Company_M84AK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48903,00000000-0007-0000-0300-00001b040000,Collection[8],Descriptor_Company_M84AN,Company_M84AN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48908,00000000-0007-0000-0300-00001c040000,Collection[8],Descriptor_Company_M87_Orkan,Company_M87_Orkan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48913,00000000-0000-0000-0300-000032060000,Collection[8],Descriptor_Company_M8_Buford,Company_M8_Buford,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48918,00000000-0007-0000-0300-00001d040000,Collection[8],Descriptor_Company_M8_Grejhaund,Company_M8_Grejhaund,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
48923,00000000-0000-0000-0300-000033060000,Collection[8],Descriptor_Company_M8_ROK,Company_M8_ROK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48928,00000000-0000-0000-0300-000034060000,Collection[8],Descriptor_Company_M901A1_ITW_US,Company_M901A1_ITW_US,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48932,00000000-0000-0000-0300-000035060000,Collection[8],Descriptor_Company_M901_TOW,Company_M901_TOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
48936,00000000-0007-0000-0300-00001e040000,Collection[8],Descriptor_Company_M91A_Vihor,Company_M91A_Vihor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48942,00000000-0007-0000-0300-00001f040000,Collection[8],Descriptor_Company_M91_Vihor,Company_M91_Vihor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48948,00000000-0003-0000-0300-000003040000,Collection[9],Descriptor_Company_M93_Stinger_DK,Company_M93_Stinger_DK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
48954,00000000-0007-0000-0300-000020040000,Collection[8],Descriptor_Company_M94_Plamen_S,Company_M94_Plamen_S,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48958,00000000-0000-0000-0300-000036060000,Collection[8],Descriptor_Company_M966_Humvee_ITOW,Company_M966_Humvee_ITOW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48962,00000000-0000-0000-0300-000037060000,Collection[9],Descriptor_Company_M998_Humvee,Company_M998_Humvee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48966,00000000-0000-0000-0300-000038060000,Collection[8],Descriptor_Company_MAN_Kat1_6x6,Company_MAN_Kat1_6x6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48969,00000000-0000-0000-0300-000039060000,Collection[8],Descriptor_Company_MARS,Company_MARS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48973,00000000-0005-0000-0300-000007040000,Collection[8],Descriptor_Company_MAR_240,Company_MAR_240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48977,00000000-0005-0000-0300-000008040000,Collection[8],Descriptor_Company_MAR_290,Company_MAR_290,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48982,00000000-0000-0000-0300-00003a060000,Collection[9],Descriptor_Company_MAW,Company_MAW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
48988,00000000-0001-0000-0300-0000f8030000,Collection[8],Descriptor_Company_MAZ543_Newa,Company_MAZ543_Newa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
48993,00000000-0000-0000-0300-00003b060000,Collection[8],Descriptor_Company_MBT70,Company_MBT70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
48999,00000000-0000-0000-0300-00003c060000,Collection[8],Descriptor_Company_MC3_Cargo_ANZ,Company_MC3_Cargo_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49002,00000000-0000-0000-0300-00003d060000,Collection[9],Descriptor_Company_MD_Jupiter,Company_MD_Jupiter,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
49005,00000000-0000-0000-0300-00003e060000,Collection[8],Descriptor_Company_MD_Jupiter_cargo,Company_MD_Jupiter_cargo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2
49008,00000000-0000-0000-0300-00003f060000,Collection[8],Descriptor_Company_MFRW_BM21,Company_MFRW_BM21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49012,00000000-0000-0000-0300-000040060000,Collection[8],Descriptor_Company_MFRW_BM_24,Company_MFRW_BM_24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49016,00000000-0000-0000-0300-000041060000,Collection[8],Descriptor_Company_MFRW_RM70,Company_MFRW_RM70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49021,00000000-0000-0000-0300-000042060000,Collection[9],Descriptor_Company_MILAN_F1,Company_MILAN_F1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
49027,00000000-000b-0000-0300-0000ff030000,Collection[9],Descriptor_Company_MILAN_F1_SA,Company_MILAN_F1_SA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
49033,00000000-0001-0000-0300-0000f9030000,Collection[8],Descriptor_Company_MOBA,Company_MOBA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49038,00000000-0000-0000-0300-000043060000,Collection[8],Descriptor_Company_MRC108,Company_MRC108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
49041,00000000-0000-0000-0300-000044060000,Collection[9],Descriptor_Company_MTLB,Company_MTLB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
